species_id,name,description,url
685,slurpuff,"Slurpuff’s fur contains a lot of air, making it soft to the touch and lighter than it looks.",https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon)
686,inkay,"By exposing foes to the blinking of its luminescent spots, Inkay demoralizes them, and then it seizes the chance to flee.",https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon)
687,malamar,It’s said that Malamar’s hypnotic powers played a role in certain history-changing events.,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon)
688,binacle,"If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive.",https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon)
689,barbaracle,"Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat.",https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon)
690,skrelp,"Skrelp looks like a piece of rotten seaweed, so it can blend in with seaweed drifting on the ocean and avoid being detected by enemies.",https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon)
691,dragalge,Dragalge generates dragon energy by sticking the plume on its head out above the ocean’s surface and bathing it in sunlight.,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon)
692,clauncher,"By detonating gas that accumulates in its right claw, this Pokémon launches water like a bullet. This is how Clauncher defeats its enemies.",https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon)
693,clawitzer,Clawitzer’s right arm is a cannon that launches projectiles made of seawater. Shots from a Clawitzer’s cannon arm can sink a tanker.,https://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon)
694,helioptile,The sun powers this Pokémon’s electricity generation. Interruption of that process stresses Helioptile to the point of weakness.,https://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon)
695,heliolisk,One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city.,https://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon)
696,tyrunt,This Pokémon is selfish and likes to be pampered. It can also inflict grievous wounds on its Trainer just by playing around.,https://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon)
697,tyrantrum,A single bite of Tyrantrum’s massive jaws will demolish a car. This Pokémon was the king of the ancient world.,https://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pok%C3%A9mon)
698,amaura,Amaura is an ancient Pokémon that has gone extinct. Specimens of this species can sometimes be found frozen in ice.,https://bulbapedia.bulbagarden.net/wiki/Amaura_(Pok%C3%A9mon)
699,aurorus,"When gripped by rage, Aurorus will emanate freezing air, covering everything around it in ice.",https://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pok%C3%A9mon)
700,sylveon,It emits a soothing aura from its ribbon-shaped organs. It wraps these appendages around quarrelers to instantly restore calm to the situation.,https://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pok%C3%A9mon)
701,hawlucha,It always strikes a pose before going for its finishing move. Sometimes opponents take advantage of that time to counterattack.,https://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pok%C3%A9mon)
702,dedenne,"Since Dedenne can’t generate much electricity on its own, it steals electricity from outlets or other electric Pokémon.",https://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pok%C3%A9mon)
703,carbink,"It’s said that somewhere in the world, there’s a mineral vein housing a large pack of slumbering Carbink. It’s also said that this pack has a queen.",https://bulbapedia.bulbagarden.net/wiki/Carbink_(Pok%C3%A9mon)
704,goomy,"Goomy hides away in the shade of trees, where it's nice and humid. If the slime coating its body dries out, the Pokémon instantly becomes lethargic.",https://bulbapedia.bulbagarden.net/wiki/Goomy_(Pok%C3%A9mon)
705,sliggoo,A creature given to melancholy. I suspect its metallic shell developed as a result of the mucus on its skin reacting with the iron in Hisui's water.,https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon)
706,goodra,Able to freely control the hardness of its metallic shell. It loathes solitude and is extremely clingy—it will fume and run riot if those dearest to it ever leave its side.,https://bulbapedia.bulbagarden.net/wiki/Goodra_(Pok%C3%A9mon)
707,klefki,"Klefki sucks in metal ions with the horn topping its head. It seems this Pokémon loves keys so much that its head needed to look like one, too.",https://bulbapedia.bulbagarden.net/wiki/Klefki_(Pok%C3%A9mon)
708,phantump,"With a voice like a human child’s, it cries out to lure adults deep into the forest, getting them lost among the trees.",https://bulbapedia.bulbagarden.net/wiki/Phantump_(Pok%C3%A9mon)
709,trevenant,Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them.,https://bulbapedia.bulbagarden.net/wiki/Trevenant_(Pok%C3%A9mon)
710,pumpkaboo,The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it.,https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon)
711,gourgeist,"In the darkness of a new-moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife.",https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon)
712,bergmite,Lives on mountains blanketed in perennial snow. It freezes water vapor in the air to make the ice helmet that it dons for defense.,https://bulbapedia.bulbagarden.net/wiki/Bergmite_(Pok%C3%A9mon)
713,avalugg,"The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.",https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon)
714,noibat,No wavelength of sound is beyond Noibat’s ability to produce. The ultrasonic waves it generates can overcome much larger Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Noibat_(Pok%C3%A9mon)
715,noivern,"Flying through the darkness, it weakens enemies with ultrasonic waves that could crush stone. Its fangs finish the fight.",https://bulbapedia.bulbagarden.net/wiki/Noivern_(Pok%C3%A9mon)
716,xerneas,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",https://bulbapedia.bulbagarden.net/wiki/Xerneas_(Pok%C3%A9mon)
717,yveltal,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",https://bulbapedia.bulbagarden.net/wiki/Yveltal_(Pok%C3%A9mon)
718,zygarde,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon)
719,diancie,It can instantly create many diamonds by compressing the carbon in the air between its hands.,https://bulbapedia.bulbagarden.net/wiki/Diancie_(Pok%C3%A9mon)
720,hoopa,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",https://bulbapedia.bulbagarden.net/wiki/Hoopa_(Pok%C3%A9mon)
721,volcanion,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,https://bulbapedia.bulbagarden.net/wiki/Volcanion_(Pok%C3%A9mon)
722,rowlet,Flies noiselessly on delicate wings. It has mastered the art of deftly launching dagger-sharp feathers from those same wings.,https://bulbapedia.bulbagarden.net/wiki/Rowlet_(Pok%C3%A9mon)
723,dartrix,"Regularly basks in sunlight to gather power—presumably due to the frigid climate. Nonetheless, the edges of the blade quills set into its wings are keen as ever.",https://bulbapedia.bulbagarden.net/wiki/Dartrix_(Pok%C3%A9mon)
724,decidueye,The air stored inside the rachises of Decidueye's feathers insulates the Pokémon against Hisui's extreme cold. This is firm proof that evolution can be influenced by environment.,https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon)
725,litten,Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful.,https://bulbapedia.bulbagarden.net/wiki/Litten_(Pok%C3%A9mon)
726,torracat,"When facing a powerful enemy, Torracat’s fighting spirit gets pumped up, and its fire bell blazes hotter.",https://bulbapedia.bulbagarden.net/wiki/Torracat_(Pok%C3%A9mon)
727,incineroar,"Incineroar’s rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well.",https://bulbapedia.bulbagarden.net/wiki/Incineroar_(Pok%C3%A9mon)
728,popplio,"If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills.",https://bulbapedia.bulbagarden.net/wiki/Popplio_(Pok%C3%A9mon)
729,brionne,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them.",https://bulbapedia.bulbagarden.net/wiki/Brionne_(Pok%C3%A9mon)
730,primarina,"For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience.",https://bulbapedia.bulbagarden.net/wiki/Primarina_(Pok%C3%A9mon)
731,pikipek,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!",https://bulbapedia.bulbagarden.net/wiki/Pikipek_(Pok%C3%A9mon)
732,trumbeak,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.",https://bulbapedia.bulbagarden.net/wiki/Trumbeak_(Pok%C3%A9mon)
733,toucannon,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.",https://bulbapedia.bulbagarden.net/wiki/Toucannon_(Pok%C3%A9mon)
734,yungoos,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey.",https://bulbapedia.bulbagarden.net/wiki/Yungoos_(Pok%C3%A9mon)
735,gumshoos,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!",https://bulbapedia.bulbagarden.net/wiki/Gumshoos_(Pok%C3%A9mon)
736,grubbin,"It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap.",https://bulbapedia.bulbagarden.net/wiki/Grubbin_(Pok%C3%A9mon)
737,charjabug,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.,https://bulbapedia.bulbagarden.net/wiki/Charjabug_(Pok%C3%A9mon)
738,vikavolt,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity.",https://bulbapedia.bulbagarden.net/wiki/Vikavolt_(Pok%C3%A9mon)
739,crabrawler,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.,https://bulbapedia.bulbagarden.net/wiki/Crabrawler_(Pok%C3%A9mon)
740,crabominable,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.",https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon)
741,oricorio,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.",https://bulbapedia.bulbagarden.net/wiki/Oricorio_(Pok%C3%A9mon)
742,cutiefly,An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back.,https://bulbapedia.bulbagarden.net/wiki/Cutiefly_(Pok%C3%A9mon)
743,ribombee,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.",https://bulbapedia.bulbagarden.net/wiki/Ribombee_(Pok%C3%A9mon)
744,rockruff,"This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks.",https://bulbapedia.bulbagarden.net/wiki/Rockruff_(Pok%C3%A9mon)
745,lycanroc,"With swift movements, this Pokémon gradually backs its prey into a corner. Lycanroc’s fangs are always aimed toward opponents’ weak spots.",https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon)
746,wishiwashi,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.",https://bulbapedia.bulbagarden.net/wiki/Wishiwashi_(Pok%C3%A9mon)
747,mareanie,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious.",https://bulbapedia.bulbagarden.net/wiki/Mareanie_(Pok%C3%A9mon)
748,toxapex,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.,https://bulbapedia.bulbagarden.net/wiki/Toxapex_(Pok%C3%A9mon)
749,mudbray,"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping.",https://bulbapedia.bulbagarden.net/wiki/Mudbray_(Pok%C3%A9mon)
750,mudsdale,Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.,https://bulbapedia.bulbagarden.net/wiki/Mudsdale_(Pok%C3%A9mon)
751,dewpider,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.",https://bulbapedia.bulbagarden.net/wiki/Dewpider_(Pok%C3%A9mon)
752,araquanid,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.",https://bulbapedia.bulbagarden.net/wiki/Araquanid_(Pok%C3%A9mon)
753,fomantis,"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night.",https://bulbapedia.bulbagarden.net/wiki/Fomantis_(Pok%C3%A9mon)
754,lurantis,"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first.",https://bulbapedia.bulbagarden.net/wiki/Lurantis_(Pok%C3%A9mon)
755,morelull,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.,https://bulbapedia.bulbagarden.net/wiki/Morelull_(Pok%C3%A9mon)
756,shiinotic,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep.",https://bulbapedia.bulbagarden.net/wiki/Shiinotic_(Pok%C3%A9mon)
757,salandit,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.,https://bulbapedia.bulbagarden.net/wiki/Salandit_(Pok%C3%A9mon)
758,salazzle,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.,https://bulbapedia.bulbagarden.net/wiki/Salazzle_(Pok%C3%A9mon)
759,stufful,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks.",https://bulbapedia.bulbagarden.net/wiki/Stufful_(Pok%C3%A9mon)
760,bewear,The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.,https://bulbapedia.bulbagarden.net/wiki/Bewear_(Pok%C3%A9mon)
761,bounsweet,"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it.",https://bulbapedia.bulbagarden.net/wiki/Bounsweet_(Pok%C3%A9mon)
762,steenee,Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.,https://bulbapedia.bulbagarden.net/wiki/Steenee_(Pok%C3%A9mon)
763,tsareena,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.,https://bulbapedia.bulbagarden.net/wiki/Tsareena_(Pok%C3%A9mon)
764,comfey,"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent.",https://bulbapedia.bulbagarden.net/wiki/Comfey_(Pok%C3%A9mon)
765,oranguru,"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it.",https://bulbapedia.bulbagarden.net/wiki/Oranguru_(Pok%C3%A9mon)
766,passimian,"Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives.",https://bulbapedia.bulbagarden.net/wiki/Passimian_(Pok%C3%A9mon)
767,wimpod,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.",https://bulbapedia.bulbagarden.net/wiki/Wimpod_(Pok%C3%A9mon)
768,golisopod,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal.",https://bulbapedia.bulbagarden.net/wiki/Golisopod_(Pok%C3%A9mon)
769,sandygast,"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger.",https://bulbapedia.bulbagarden.net/wiki/Sandygast_(Pok%C3%A9mon)
770,palossand,"This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain.",https://bulbapedia.bulbagarden.net/wiki/Palossand_(Pok%C3%A9mon)
771,pyukumuku,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",https://bulbapedia.bulbagarden.net/wiki/Pyukumuku_(Pok%C3%A9mon)
772,type-null,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.,https://bulbapedia.bulbagarden.net/wiki/Type:_Null_(Pok%C3%A9mon)
773,silvally,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.,https://bulbapedia.bulbagarden.net/wiki/Silvally_(Pok%C3%A9mon)
774,minior-red-meteor,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens.",https://bulbapedia.bulbagarden.net/wiki/Minior_(Pok%C3%A9mon)
775,komala,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.,https://bulbapedia.bulbagarden.net/wiki/Komala_(Pok%C3%A9mon)
776,turtonator,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.,https://bulbapedia.bulbagarden.net/wiki/Turtonator_(Pok%C3%A9mon)
777,togedemaru,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately.",https://bulbapedia.bulbagarden.net/wiki/Togedemaru_(Pok%C3%A9mon)
778,mimikyu,There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.,https://bulbapedia.bulbagarden.net/wiki/Mimikyu_(Pok%C3%A9mon)
779,bruxish,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.",https://bulbapedia.bulbagarden.net/wiki/Bruxish_(Pok%C3%A9mon)
780,drampa,"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around.",https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon)
781,dhelmise,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force.",https://bulbapedia.bulbagarden.net/wiki/Dhelmise_(Pok%C3%A9mon)
782,jangmo-o,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.,https://bulbapedia.bulbagarden.net/wiki/Jangmo-o_(Pok%C3%A9mon)
783,hakamo-o,"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition.",https://bulbapedia.bulbagarden.net/wiki/Hakamo-o_(Pok%C3%A9mon)
784,kommo-o,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.,https://bulbapedia.bulbagarden.net/wiki/Kommo-o_(Pok%C3%A9mon)
785,tapu-koko,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time.",https://bulbapedia.bulbagarden.net/wiki/Tapu_Koko_(Pok%C3%A9mon)
786,tapu-lele,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate.",https://bulbapedia.bulbagarden.net/wiki/Tapu_Lele_(Pok%C3%A9mon)
787,tapu-bulu,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants.",https://bulbapedia.bulbagarden.net/wiki/Tapu_Bulu_(Pok%C3%A9mon)
788,tapu-fini,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini.",https://bulbapedia.bulbagarden.net/wiki/Tapu_Fini_(Pok%C3%A9mon)
789,cosmog,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away.",https://bulbapedia.bulbagarden.net/wiki/Cosmog_(Pok%C3%A9mon)
790,cosmoem,"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution.",https://bulbapedia.bulbagarden.net/wiki/Cosmoem_(Pok%C3%A9mon)
791,solgaleo,Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.,https://bulbapedia.bulbagarden.net/wiki/Solgaleo_(Pok%C3%A9mon)
792,lunala,"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky.",https://bulbapedia.bulbagarden.net/wiki/Lunala_(Pok%C3%A9mon)
793,nihilego,It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Nihilego_(Pok%C3%A9mon)
794,buzzwole,Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.,https://bulbapedia.bulbagarden.net/wiki/Buzzwole_(Pok%C3%A9mon)
795,pheromosa,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",https://bulbapedia.bulbagarden.net/wiki/Pheromosa_(Pok%C3%A9mon)
796,xurkitree,"They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground.",https://bulbapedia.bulbagarden.net/wiki/Xurkitree_(Pok%C3%A9mon)
797,celesteela,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",https://bulbapedia.bulbagarden.net/wiki/Celesteela_(Pok%C3%A9mon)
798,kartana,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",https://bulbapedia.bulbagarden.net/wiki/Kartana_(Pok%C3%A9mon)
799,guzzlord,An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.,https://bulbapedia.bulbagarden.net/wiki/Guzzlord_(Pok%C3%A9mon)
800,necrozma,"It needs light to survive, and it goes on a rampage seeking it out. Its laser beams will cut anything to pieces.",https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
801,magearna,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form.",https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon)
802,marshadow,"This Pokémon can conceal itself in any shadow, so it went undiscovered for a long time.",https://bulbapedia.bulbagarden.net/wiki/Marshadow_(Pok%C3%A9mon)
803,poipole,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head.",https://bulbapedia.bulbagarden.net/wiki/Poipole_(Pok%C3%A9mon)
804,naganadel,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive.",https://bulbapedia.bulbagarden.net/wiki/Naganadel_(Pok%C3%A9mon)
805,stakataka,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast.",https://bulbapedia.bulbagarden.net/wiki/Stakataka_(Pok%C3%A9mon)
806,blacephalon,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality.",https://bulbapedia.bulbagarden.net/wiki/Blacephalon_(Pok%C3%A9mon)
807,zeraora,"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes.",https://bulbapedia.bulbagarden.net/wiki/Zeraora_(Pok%C3%A9mon)
808,meltan,"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve.",https://bulbapedia.bulbagarden.net/wiki/Meltan_(Pok%C3%A9mon)
809,melmetal,Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon)
810,grookey,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped.",https://bulbapedia.bulbagarden.net/wiki/Grookey_(Pok%C3%A9mon)
811,thwackey,"When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent.",https://bulbapedia.bulbagarden.net/wiki/Thwackey_(Pok%C3%A9mon)
812,rillaboom,The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.,https://bulbapedia.bulbagarden.net/wiki/Rillaboom_(Pok%C3%A9mon)
813,scorbunny,"It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat.",https://bulbapedia.bulbagarden.net/wiki/Scorbunny_(Pok%C3%A9mon)
814,raboot,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork.",https://bulbapedia.bulbagarden.net/wiki/Raboot_(Pok%C3%A9mon)
815,cinderace,"It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot.",https://bulbapedia.bulbagarden.net/wiki/Cinderace_(Pok%C3%A9mon)
816,sobble,"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged.",https://bulbapedia.bulbagarden.net/wiki/Sobble_(Pok%C3%A9mon)
817,drizzile,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere.",https://bulbapedia.bulbagarden.net/wiki/Drizzile_(Pok%C3%A9mon)
818,inteleon,Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.,https://bulbapedia.bulbagarden.net/wiki/Inteleon_(Pok%C3%A9mon)
819,skwovet,"It eats berries nonstop—a habit that has made it more resilient than it looks. It’ll show up on farms, searching for yet more berries.",https://bulbapedia.bulbagarden.net/wiki/Skwovet_(Pok%C3%A9mon)
820,greedent,"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells.",https://bulbapedia.bulbagarden.net/wiki/Greedent_(Pok%C3%A9mon)
821,rookidee,"Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.",https://bulbapedia.bulbagarden.net/wiki/Rookidee_(Pok%C3%A9mon)
822,corvisquire,The lessons of many harsh battles have taught it how to accurately judge an opponent’s strength.,https://bulbapedia.bulbagarden.net/wiki/Corvisquire_(Pok%C3%A9mon)
823,corviknight,"With their great intellect and flying skills, these Pokémon very successfully act as the Galar region’s airborne taxi service.",https://bulbapedia.bulbagarden.net/wiki/Corviknight_(Pok%C3%A9mon)
824,blipbug,"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.",https://bulbapedia.bulbagarden.net/wiki/Blipbug_(Pok%C3%A9mon)
825,dottler,"As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.",https://bulbapedia.bulbagarden.net/wiki/Dottler_(Pok%C3%A9mon)
826,orbeetle,It emits psychic energy to observe and study what’s around it—and what’s around it can include things over six miles away.,https://bulbapedia.bulbagarden.net/wiki/Orbeetle_(Pok%C3%A9mon)
827,nickit,"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.",https://bulbapedia.bulbagarden.net/wiki/Nickit_(Pok%C3%A9mon)
828,thievul,"With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy.",https://bulbapedia.bulbagarden.net/wiki/Thievul_(Pok%C3%A9mon)
829,gossifleur,It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Gossifleur_(Pok%C3%A9mon)
830,eldegoss,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty.",https://bulbapedia.bulbagarden.net/wiki/Eldegoss_(Pok%C3%A9mon)
831,wooloo,"If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong.",https://bulbapedia.bulbagarden.net/wiki/Wooloo_(Pok%C3%A9mon)
832,dubwool,Its majestic horns are meant only to impress the opposite gender. They never see use in battle.,https://bulbapedia.bulbagarden.net/wiki/Dubwool_(Pok%C3%A9mon)
833,chewtle,"It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go.",https://bulbapedia.bulbagarden.net/wiki/Chewtle_(Pok%C3%A9mon)
834,drednaw,This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.,https://bulbapedia.bulbagarden.net/wiki/Drednaw_(Pok%C3%A9mon)
